window,gene,category,count
100kb,zufsp,sig. positive,2
100kb,zw10,sig. positive,3
100kb,zwi,sig. negative,8
100kb,zwi,sig. positive,10
100kb,zwilch,sig. positive,3
100kb,zyg11,sig. positive,15
100kb,zyx,sig. negative,1
100kb,zyx,sig. positive,25
100kb,zzef1,sig. positive,24
100kb,zzz3,sig. negative,2
100kb,zzz3,sig. positive,2
10kb,a1cf,sig. positive,4
10kb,aaas,sig. negative,1
10kb,aacs,sig. positive,1
10kb,aadac,sig. positive,3
10kb,aadat,sig. positive,1
10kb,aagab,sig. negative,1
10kb,aak1a,sig. positive,4
10kb,aak1b,sig. positive,6
10kb,aamdc,sig. negative,1
10kb,aamp,sig. negative,1
10kb,aamp,sig. positive,1
10kb,aanat2,sig. positive,3
10kb,aar2,sig. positive,2
10kb,aars1,sig. positive,3
10kb,aars2,sig. positive,2
10kb,aarsd1,sig. positive,1
10kb,aasdh,sig. positive,1
10kb,aasdhppt,sig. positive,2
10kb,aass,sig. positive,2
10kb,aatf,sig. positive,5
10kb,aatka,sig. positive,4
10kb,aatkb,sig. positive,6
10kb,abat,sig. positive,1
10kb,abca12,sig. positive,1
10kb,abca1a,sig. positive,7
10kb,abca1b,sig. positive,7
10kb,abca2,sig. positive,2
10kb,abca3b,sig. negative,1
10kb,abca3b,sig. positive,4
10kb,abca4a,sig. positive,7
10kb,abca4b,sig. positive,1
10kb,abca5,sig. positive,1
10kb,abcb10,sig. positive,6
10kb,abcb11a,sig. negative,1
10kb,abcb4,sig. positive,4
10kb,abcb5,sig. positive,5
10kb,abcb6a,sig. positive,5
10kb,abcb6b,sig. positive,3
10kb,abcb7,sig. positive,1
10kb,abcc10,sig. positive,1
10kb,abcc12,sig. positive,1
10kb,abcc13,sig. positive,3
10kb,abcc3,sig. positive,7
10kb,abcc4,sig. positive,8
10kb,abcc5,sig. positive,3
10kb,abcc6a,sig. positive,5
10kb,abcc8,sig. positive,2
10kb,abcc9,sig. positive,6
10kb,abcd1,sig. positive,2
10kb,abcd2,sig. positive,8
10kb,abcd3a,sig. positive,1
10kb,abcd3b,sig. positive,1
10kb,abcd4,sig. positive,1
10kb,abce1,sig. positive,6
10kb,abcf1,sig. positive,3
10kb,abcf2a,sig. positive,4
10kb,abcf2b,sig. positive,1
10kb,abcf3,sig. positive,1
10kb,abcg1,sig. positive,5
10kb,abcg2a,sig. positive,1
10kb,abcg2d,sig. positive,1
10kb,abcg4b,sig. positive,9
10kb,abcg5,sig. positive,1
10kb,abch1,sig. positive,2
10kb,abhd11,sig. positive,4
10kb,abhd12,sig. positive,1
10kb,abhd13,sig. positive,4
10kb,abhd14b,sig. positive,1
10kb,abhd15a,sig. positive,3
10kb,abhd16a,sig. positive,2
10kb,abhd17aa,sig. positive,3
10kb,abhd17ab,sig. positive,4
10kb,abhd17b,sig. positive,5
10kb,abhd18,sig. negative,1
10kb,abhd2a,sig. negative,1
10kb,abhd2a,sig. positive,5
10kb,abhd2b,sig. positive,1
10kb,abhd3,sig. positive,2
10kb,abhd6a,sig. positive,2
10kb,abi1a,sig. positive,5
10kb,abi1b,sig. positive,3
10kb,abi2a,sig. positive,5
10kb,abi2b,sig. positive,4
10kb,abi3a,sig. positive,4
10kb,abi3b,sig. positive,11
10kb,abi3bpb,sig. positive,7
10kb,abl1,sig. positive,3
10kb,abl2,sig. positive,1
10kb,ablim1a,sig. positive,2
10kb,ablim1b,sig. positive,2
10kb,ablim2,sig. positive,3
10kb,ablim3,sig. positive,10
10kb,abr,sig. positive,2
10kb,abraa,sig. positive,3
10kb,abracl,sig. positive,3
10kb,abraxas1,sig. positive,1
10kb,abt1,sig. positive,4
10kb,abtb2a,sig. positive,6
10kb,abtb2b,sig. positive,7
10kb,acaa1,sig. negative,1
10kb,acaa2,sig. positive,3
10kb,acaca,sig. positive,2
10kb,acacb,sig. positive,3
10kb,acad11,sig. positive,1
10kb,acad8,sig. negative,1
10kb,acad8,sig. positive,1
10kb,acad9,sig. positive,2
10kb,acadl,sig. positive,2
10kb,acads,sig. positive,2
10kb,acadsb,sig. positive,2
10kb,acana,sig. positive,2
10kb,acanb,sig. positive,1
10kb,acap1,sig. positive,4
10kb,acap3a,sig. positive,10
10kb,acap3b,sig. positive,2
10kb,acat1,sig. negative,1
10kb,acat2,sig. negative,1
10kb,acat2,sig. positive,1
10kb,acbd3,sig. negative,1
10kb,acbd3,sig. positive,4
10kb,acbd4,sig. positive,2
10kb,acbd5a,sig. positive,2
10kb,acbd6,sig. positive,1
10kb,acbd7,sig. positive,2
10kb,accs,sig. positive,1
10kb,acd,sig. positive,1
10kb,ace,sig. positive,4
10kb,acer2,sig. positive,9
10kb,acer3,sig. positive,2
10kb,ache,sig. negative,1
10kb,ache,sig. positive,3
10kb,acin1a,sig. positive,1
10kb,acin1b,sig. positive,2
10kb,ackr3a,sig. positive,5
10kb,ackr3b,sig. positive,8
10kb,ackr4a,sig. positive,1
10kb,ackr4b,sig. positive,1
10kb,aclya,sig. positive,6
10kb,aclyb,sig. positive,3
10kb,acmsd,sig. positive,2
10kb,aco1,sig. positive,1
10kb,aco2,sig. positive,1
10kb,acot11a,sig. positive,5
10kb,acot13,sig. negative,1
10kb,acot14,sig. positive,7
10kb,acot16,sig. positive,1
10kb,acot17,sig. positive,3
10kb,acot19,sig. positive,2
10kb,acot21,sig. positive,1
10kb,acot7,sig. positive,2
10kb,acot8,sig. positive,2
10kb,acot9.1,sig. negative,1
10kb,acot9.2,sig. positive,5
10kb,acox1,sig. negative,1
10kb,acox3,sig. positive,2
10kb,acoxl,sig. positive,2
10kb,acp1,sig. negative,2
10kb,acp2,sig. positive,1
10kb,acp5a,sig. positive,3
10kb,acp5b,sig. positive,2
10kb,acp6,sig. positive,2
10kb,acsbg1,sig. positive,1
10kb,acsbg2,sig. positive,2
10kb,acsf2,sig. negative,1
10kb,acsf2,sig. positive,1
10kb,acsl1a,sig. positive,5
10kb,acsl1b,sig. positive,6
10kb,acsl2,sig. positive,8
10kb,acsl3b,sig. positive,6
10kb,acsl4a,sig. positive,3
10kb,acsl4b,sig. positive,7
10kb,acsl5,sig. positive,2
10kb,acsm3,sig. positive,5
10kb,acss1,sig. positive,4
10kb,acss2,sig. negative,1
10kb,acss2l,sig. positive,1
10kb,acta1a,sig. positive,6
10kb,acta1b,sig. negative,1
10kb,acta2,sig. positive,4
10kb,actc1a,sig. positive,6
10kb,actc1b,sig. negative,1
10kb,actc1c,sig. positive,1
10kb,actn1,sig. positive,6
10kb,actn2b,sig. positive,6
10kb,actn3a,sig. positive,4
10kb,actn3b,sig. positive,7
10kb,actn4,sig. positive,7
10kb,actr10,sig. positive,1
10kb,actr2a,sig. negative,1
10kb,actr2a,sig. positive,1
10kb,actr2b,sig. positive,1
10kb,actr3,sig. positive,4
10kb,actr3b,sig. positive,1
10kb,actr6,sig. positive,6
10kb,acvr1l,sig. positive,1
10kb,acvr2aa,sig. positive,3
10kb,acvr2ba,sig. positive,1
10kb,acvrl1,sig. positive,5
10kb,acy1,sig. positive,1
10kb,acy3.1,sig. positive,3
10kb,acy3.2,sig. positive,9
10kb,acyp1,sig. positive,1
10kb,ada2a,sig. positive,1
10kb,adad2,sig. positive,2
10kb,adal,sig. positive,1
10kb,adam10a,sig. positive,7
10kb,adam10b,sig. positive,5
10kb,adam11,sig. positive,2
10kb,adam12,sig. negative,1
10kb,adam15,sig. positive,8
10kb,adam17a,sig. positive,2
10kb,adam17b,sig. positive,4
10kb,adam19a,sig. positive,6
10kb,adam19b,sig. positive,7
10kb,adam22,sig. positive,3
10kb,adam23a,sig. positive,2
10kb,adam28,sig. positive,7
10kb,adam8a,sig. positive,6
10kb,adam8b,sig. positive,4
10kb,adamts1,sig. positive,1
10kb,adamts10,sig. positive,7
10kb,adamts12,sig. positive,6
10kb,adamts15a,sig. positive,9
10kb,adamts17,sig. positive,5
10kb,adamts18,sig. positive,8
10kb,adamts3,sig. positive,7
10kb,adamts5,sig. positive,5
10kb,adamts6,sig. positive,4
10kb,adamts8a,sig. positive,3
10kb,adamts9,sig. positive,6
10kb,adamtsl2,sig. positive,2
10kb,adamtsl3,sig. positive,1
10kb,adamtsl5,sig. positive,10
10kb,adap2,sig. positive,2
10kb,adar,sig. positive,2
10kb,adarb1a,sig. positive,1
10kb,adarb1b,sig. positive,2
10kb,adat1,sig. positive,4
10kb,adat2,sig. positive,3
10kb,adat3,sig. positive,5
10kb,adck1,sig. positive,1
10kb,adcy1b,sig. negative,1
10kb,adcy2a,sig. positive,1
10kb,adcy2b,sig. positive,11
10kb,adcy3b,sig. positive,1
10kb,adcy5,sig. positive,6
10kb,adcy6a,sig. positive,3
10kb,adcy6b,sig. positive,7
10kb,adcy7,sig. positive,7
10kb,adcy8,sig. positive,4
10kb,adcy9,sig. positive,8
10kb,adcyap1a,sig. positive,4
10kb,adcyap1b,sig. positive,7
10kb,add1,sig. positive,1
10kb,add2,sig. positive,6
10kb,add3a,sig. positive,2
10kb,add3b,sig. positive,3
10kb,adgb,sig. positive,4
10kb,adgra1a,sig. positive,2
10kb,adgra2,sig. positive,8
10kb,adgra3,sig. positive,4
10kb,adgrb1a,sig. positive,9
10kb,adgrb1b,sig. positive,1
10kb,adgrb2,sig. positive,2
10kb,adgrb3,sig. positive,3
10kb,adgrd1,sig. positive,8
10kb,adgrd2,sig. positive,4
10kb,adgre10,sig. positive,3
10kb,adgre5b.3,sig. positive,5
10kb,adgrg1,sig. positive,7
10kb,adgrg2a,sig. negative,1
10kb,adgrg6,sig. positive,8
10kb,adgrl1a,sig. positive,3
10kb,adgrl2a,sig. positive,5
10kb,adgrl2b.1,sig. positive,4
10kb,adgrl3.1,sig. positive,5
10kb,adgrl4,sig. positive,3
10kb,adgrv1,sig. positive,4
10kb,adh5,sig. negative,1
10kb,adh8b,sig. negative,1
10kb,adhfe1,sig. positive,3
10kb,adipoqa,sig. negative,1
10kb,adipor1a,sig. positive,4
10kb,adipor2,sig. positive,1
10kb,adka,sig. positive,1
10kb,adkb,sig. positive,5
10kb,adma,sig. positive,4
10kb,admb,sig. positive,1
10kb,admp,sig. positive,8
10kb,adnp2b,sig. negative,1
10kb,adnp2b,sig. positive,3
10kb,adnpa,sig. positive,2
10kb,adnpb,sig. positive,1
10kb,adoa,sig. positive,3
10kb,adora2aa,sig. positive,10
10kb,adora2ab,sig. positive,3
10kb,adora2b,sig. positive,1
10kb,adpgk,sig. positive,1
10kb,adpgk2,sig. positive,3
10kb,adprh,sig. positive,3
10kb,adprm,sig. positive,1
10kb,adra1aa,sig. positive,8
10kb,adra1ab,sig. positive,2
10kb,adra1ba,sig. positive,5
10kb,adra1bb,sig. negative,1
10kb,adra1d,sig. positive,6
10kb,adra2b,sig. positive,4
10kb,adra2c,sig. positive,1
10kb,adra2da,sig. positive,5
10kb,adra2db,sig. positive,1
10kb,adrb1,sig. positive,5
10kb,adrb2a,sig. positive,10
10kb,adrb2b,sig. positive,5
10kb,adrb3a,sig. positive,10
10kb,adrb3b,sig. positive,5
10kb,adsl,sig. negative,1
10kb,adsl,sig. positive,2
10kb,adss1,sig. positive,2
10kb,adss2,sig. positive,5
10kb,adssl,sig. positive,3
10kb,adtrp1,sig. positive,3
10kb,aebp2,sig. positive,2
10kb,afap1,sig. positive,8
10kb,afap1l1a,sig. positive,9
10kb,afap1l1b,sig. positive,4
10kb,afap1l2,sig. positive,7
10kb,afdna,sig. positive,10
10kb,aff2,sig. positive,7
10kb,aff3,sig. positive,3
10kb,aff4,sig. negative,2
10kb,aff4,sig. positive,1
10kb,afg1la,sig. positive,2
10kb,afg1lb,sig. positive,6
10kb,aftpha,sig. positive,6
10kb,aga,sig. positive,2
10kb,agap1,sig. positive,2
10kb,agap2,sig. positive,1
10kb,agap3,sig. positive,3
10kb,agbl1,sig. negative,1
10kb,agbl2,sig. positive,1
10kb,agbl4,sig. positive,2
10kb,agfg1a,sig. positive,4
10kb,agfg1b,sig. positive,1
10kb,agk,sig. positive,1
10kb,agla,sig. positive,2
10kb,agmat,sig. positive,2
10kb,agmo,sig. positive,2
10kb,ago1,sig. positive,6
10kb,ago2,sig. positive,3
10kb,ago3b,sig. positive,6
10kb,ago4,sig. positive,2
10kb,agpat2,sig. positive,4
10kb,agpat3,sig. positive,2
10kb,agpat4,sig. positive,6
10kb,agpat5,sig. positive,7
10kb,agps,sig. positive,1
10kb,agr2,sig. positive,4
10kb,agrn,sig. positive,2
10kb,agt,sig. positive,5
10kb,agtpbp1,sig. positive,3
10kb,agtr2,sig. positive,4
10kb,agtrap,sig. positive,3
10kb,agxt2,sig. positive,4
10kb,agxtb,sig. positive,1
10kb,ahctf1,sig. negative,1
10kb,ahctf1,sig. positive,1
10kb,ahcy,sig. positive,1
10kb,ahcyl1,sig. positive,7
10kb,ahcyl2a,sig. positive,2
10kb,ahcyl2b,sig. positive,2
10kb,ahdc1,sig. positive,4
10kb,ahi1,sig. positive,1
10kb,ahnak,sig. positive,10
10kb,ahr1b,sig. positive,1
10kb,ahr2,sig. positive,5
10kb,ahsa1a,sig. positive,3
10kb,ahsa1b,sig. positive,4
10kb,aif1l,sig. positive,2
10kb,aifm1,sig. positive,1
10kb,aifm3,sig. positive,4
10kb,aifm5,sig. negative,1
10kb,aifm5,sig. positive,1
10kb,aimp1a,sig. positive,2
10kb,aimp1b,sig. positive,1
10kb,aip,sig. positive,1
10kb,aipl1,sig. positive,7
10kb,aire,sig. positive,2
10kb,ajap1,sig. positive,2
10kb,ajuba,sig. positive,3
10kb,ak1,sig. negative,2
10kb,ak1,sig. positive,2
10kb,ak3,sig. positive,5
10kb,ak5,sig. negative,1
10kb,ak7a,sig. positive,5
10kb,ak7b,sig. positive,1
10kb,ak8,sig. positive,2
10kb,akap11,sig. positive,1
10kb,akap12a,sig. positive,1
10kb,akap12b,sig. positive,5
10kb,akap13,sig. positive,8
10kb,akap1b,sig. positive,4
10kb,akap6,sig. positive,3
10kb,akap8l,sig. positive,2
10kb,akap9,sig. positive,4
10kb,akip1,sig. negative,1
10kb,akirin1,sig. negative,1
10kb,akirin2,sig. positive,4
10kb,akna,sig. positive,3
10kb,akr1a1b,sig. positive,3
10kb,akr1b1.1,sig. positive,8
10kb,akr1b1.2,sig. positive,1
10kb,akr7a3,sig. positive,5
10kb,akt1,sig. positive,7
10kb,akt1s1,sig. positive,1
10kb,akt2l,sig. negative,1
10kb,akt3a,sig. positive,5
10kb,akt3b,sig. positive,2
10kb,aktip,sig. positive,11
10kb,alad,sig. positive,4
10kb,alas1,sig. positive,2
10kb,alas2,sig. positive,2
10kb,alcama,sig. positive,8
10kb,alcamb,sig. positive,7
10kb,aldh1a2,sig. positive,7
10kb,aldh1a3,sig. positive,7
10kb,aldh1l1,sig. positive,5
10kb,aldh1l2,sig. positive,2
10kb,aldh2.1,sig. positive,3
10kb,aldh2.2,sig. positive,1
10kb,aldh3a2a,sig. positive,3
10kb,aldh3a2b,sig. positive,7
10kb,aldh3b1,sig. positive,3
10kb,aldh4a1,sig. positive,6
10kb,aldh7a1,sig. positive,3
10kb,aldh8a1,sig. positive,1
10kb,aldh9a1a.1,sig. negative,2
10kb,aldh9a1a.2,sig. positive,1
10kb,aldh9a1b,sig. positive,1
10kb,aldoaa,sig. positive,1
10kb,aldoab,sig. positive,2
10kb,aldob,sig. negative,1
10kb,aldob,sig. positive,3
10kb,aldoca,sig. positive,1
10kb,aldocb,sig. positive,5
10kb,alg10,sig. positive,1
10kb,alg11,sig. positive,1
10kb,alg12,sig. positive,2
10kb,alg2,sig. positive,2
10kb,alg3,sig. positive,2
10kb,alg6,sig. positive,6
10kb,alg8,sig. positive,1
10kb,alg9,sig. positive,2
10kb,alk,sig. positive,2
10kb,alkbh1,sig. positive,4
10kb,alkbh2,sig. positive,1
10kb,alkbh5,sig. positive,2
10kb,alkbh6,sig. negative,1
10kb,alkbh6,sig. positive,1
10kb,alkbh7,sig. positive,1
10kb,alkbh8,sig. positive,8
10kb,allc,sig. positive,2
10kb,alox12,sig. positive,7
10kb,alox5a,sig. positive,7
10kb,alox5b.2,sig. negative,2
10kb,alox5b.3,sig. positive,1
10kb,alpi.1,sig. positive,8
10kb,alpi.2,sig. positive,3
10kb,alpk2,sig. positive,12
10kb,alpk3a,sig. positive,5
10kb,alpk3b,sig. positive,5
10kb,alpl,sig. positive,5
10kb,als2a,sig. positive,1
10kb,als2b,sig. positive,1
10kb,alx1,sig. positive,10
10kb,alx4a,sig. positive,10
10kb,alx4b,sig. positive,9
10kb,amacr,sig. negative,2
10kb,ambp,sig. positive,3
10kb,ambra1b,sig. negative,2
10kb,amd1,sig. positive,2
10kb,amdhd2,sig. positive,2
10kb,amer1,sig. positive,2
10kb,amer2,sig. positive,3
10kb,amfra,sig. positive,4
10kb,amigo1,sig. positive,1
10kb,amigo3,sig. positive,5
10kb,amn1,sig. positive,3
10kb,amot,sig. positive,8
10kb,amotl2a,sig. positive,5
10kb,amotl2b,sig. positive,9
10kb,ampd1,sig. positive,4
10kb,ampd2a,sig. positive,2
10kb,ampd2b,sig. positive,3
10kb,ampd3b,sig. positive,7
10kb,amph,sig. positive,3
10kb,amt,sig. positive,1
10kb,amy2a,sig. positive,1
10kb,anapc1,sig. positive,3
10kb,anapc10,sig. positive,2
10kb,anapc15,sig. positive,5
10kb,anapc2,sig. positive,1
10kb,anapc4,sig. positive,1
10kb,and2,sig. positive,4
10kb,and3,sig. positive,1
10kb,angel1,sig. positive,2
10kb,angpt1,sig. positive,9
10kb,angpt2a,sig. positive,2
10kb,angpt2b,sig. positive,7
10kb,angpt4,sig. positive,5
10kb,angptl1a,sig. positive,3
10kb,angptl2a,sig. positive,9
10kb,angptl2b,sig. positive,6
10kb,angptl3,sig. positive,8
10kb,angptl4,sig. positive,4
10kb,angptl5,sig. positive,2
10kb,angptl6,sig. positive,5
10kb,angptl7,sig. positive,7
10kb,ank1a,sig. negative,1
10kb,ank1b,sig. positive,2
10kb,ank2a,sig. negative,1
10kb,ank2a,sig. positive,2
10kb,ank3a,sig. positive,6
10kb,ankdd1a,sig. positive,2
10kb,ankdd1b,sig. positive,1
10kb,ankef1b,sig. positive,1
10kb,ankfy1,sig. positive,5
10kb,ankhb,sig. positive,2
10kb,ankib1a,sig. positive,5
10kb,ankle2,sig. positive,1
10kb,ankmy1,sig. positive,9
10kb,ankmy2a,sig. positive,1
10kb,ankra2,sig. negative,1
10kb,ankrd10a,sig. positive,4
10kb,ankrd11,sig. negative,1
10kb,ankrd11,sig. positive,1
10kb,ankrd12,sig. positive,1
10kb,ankrd13a,sig. positive,1
10kb,ankrd13b,sig. positive,4
10kb,ankrd13c,sig. positive,2
10kb,ankrd13d,sig. positive,1
10kb,ankrd1a,sig. positive,5
10kb,ankrd1b,sig. positive,1
10kb,ankrd22,sig. positive,4
10kb,ankrd27,sig. positive,1
10kb,ankrd28b,sig. positive,2
10kb,ankrd29,sig. positive,1
10kb,ankrd33aa,sig. positive,5
10kb,ankrd33ab,sig. positive,10
10kb,ankrd33ba,sig. positive,3
10kb,ankrd33bb,sig. positive,1
10kb,ankrd34bb,sig. positive,1
10kb,ankrd37,sig. positive,3
10kb,ankrd40,sig. positive,1
10kb,ankrd44,sig. positive,2
10kb,ankrd45,sig. positive,2
10kb,ankrd50l,sig. positive,7
10kb,ankrd54,sig. positive,1
10kb,ankrd6a,sig. positive,2
10kb,ankrd6b,sig. positive,2
10kb,anks1b,sig. positive,10
10kb,anks3,sig. positive,2
10kb,ankzf1,sig. positive,2
10kb,anln,sig. positive,6
10kb,ano10a,sig. positive,2
10kb,ano10b,sig. positive,2
10kb,ano2b,sig. positive,1
10kb,ano3,sig. positive,5
10kb,ano5b,sig. positive,7
10kb,ano6,sig. positive,6
10kb,ano8a,sig. positive,2
10kb,ano8b,sig. positive,1
10kb,ano9a,sig. positive,3
10kb,ano9b,sig. positive,5
10kb,anos1a,sig. positive,6
10kb,anos1b,sig. positive,5
10kb,anp32a,sig. positive,3
10kb,anp32b,sig. positive,4
10kb,anp32e,sig. negative,1
10kb,anp32e,sig. positive,2
10kb,antkmt,sig. positive,1
10kb,antxr1a,sig. positive,2
10kb,antxr1c,sig. positive,10
10kb,antxr1d,sig. positive,8
10kb,antxr2a,sig. positive,8
10kb,anxa11a,sig. positive,8
10kb,anxa11b,sig. positive,6
10kb,anxa13,sig. positive,2
10kb,anxa13l,sig. positive,2
10kb,anxa1a,sig. positive,6
10kb,anxa1b,sig. positive,1
10kb,anxa1c,sig. positive,1
10kb,anxa2a,sig. negative,1
10kb,anxa2a,sig. positive,5
10kb,anxa2b,sig. positive,5
10kb,anxa3a,sig. positive,6
10kb,anxa3b,sig. positive,3
10kb,anxa4,sig. positive,5
10kb,anxa6,sig. positive,5
10kb,aoc1,sig. negative,2
10kb,aoc2,sig. positive,5
10kb,aopep,sig. positive,4
10kb,ap1ar,sig. positive,3
10kb,ap1b1,sig. positive,6
10kb,ap1g1,sig. negative,1
10kb,ap1g1,sig. positive,1
10kb,ap1g2,sig. positive,2
10kb,ap1m1,sig. positive,4
10kb,ap1m2,sig. positive,3
10kb,ap1s1,sig. positive,4
10kb,ap1s2,sig. negative,1
10kb,ap1s2,sig. positive,1
10kb,ap1s3b,sig. negative,1
10kb,ap1s3b,sig. positive,4
10kb,ap2a1,sig. positive,4
10kb,ap2m1a,sig. positive,7
10kb,ap2m1b,sig. positive,1
10kb,ap2s1,sig. positive,2
10kb,ap3b1a,sig. positive,6
10kb,ap3d1,sig. positive,3
10kb,ap3m2,sig. positive,3
10kb,ap3s2,sig. positive,1
10kb,ap4b1,sig. positive,2
10kb,ap4e1,sig. positive,1
10kb,ap5s1,sig. positive,1
10kb,apba1a,sig. positive,2
10kb,apba1b,sig. negative,1
10kb,apba1b,sig. positive,4
10kb,apba2a,sig. positive,2
10kb,apba2b,sig. positive,4
10kb,apbb1ip,sig. positive,1
10kb,apbb2b,sig. positive,8
10kb,apbb3,sig. positive,3
10kb,apc2,sig. positive,4
10kb,apcdd1l,sig. positive,9
10kb,apeh,sig. positive,5
10kb,apela,sig. positive,5
10kb,apex2,sig. negative,2
10kb,aph1b,sig. positive,3
10kb,api5,sig. negative,1
10kb,api5,sig. positive,2
10kb,apln,sig. positive,5
10kb,aplnr2,sig. positive,5
10kb,aplnra,sig. positive,10
10kb,aplnrb,sig. positive,9
10kb,aplp1,sig. positive,6
10kb,aplp2,sig. positive,4
10kb,apmap,sig. positive,2
10kb,apoa1a,sig. negative,4
10kb,apoa4a,sig. positive,3
10kb,apoba,sig. positive,1
10kb,apobb.1,sig. negative,1
10kb,apobb.1,sig. positive,1
10kb,apobb.2,sig. negative,2
10kb,apobb.2,sig. positive,1
10kb,apobec2a,sig. positive,3
10kb,apoc1,sig. positive,12
10kb,apoc2,sig. positive,5
10kb,apoc4,sig. positive,5
10kb,apoda.1,sig. positive,1
10kb,apoda.2,sig. positive,7
10kb,apoea,sig. negative,1
10kb,apoea,sig. positive,3
10kb,apoeb,sig. positive,13
10kb,apof,sig. positive,3
10kb,apol1,sig. positive,1
10kb,apooa,sig. negative,1
10kb,appa,sig. positive,5
10kb,appb,sig. positive,4
10kb,appbp2,sig. negative,1
10kb,appbp2,sig. positive,2
10kb,aprt,sig. positive,2
10kb,aqp10b,sig. positive,1
10kb,aqp11,sig. positive,1
10kb,aqp1a.1,sig. positive,1
10kb,aqp1a.2,sig. positive,5
10kb,aqp3a,sig. positive,1
10kb,aqp3b,sig. positive,1
10kb,aqp4,sig. positive,1
10kb,aqp7,sig. positive,3
10kb,aqp8a.1,sig. positive,1
10kb,aqp8a.2,sig. positive,7
10kb,aqp8b,sig. positive,2
10kb,aqp9b,sig. positive,4
10kb,aqr,sig. positive,2
10kb,ar,sig. positive,2
10kb,araf,sig. positive,3
10kb,arap3,sig. positive,11
10kb,arcn1a,sig. positive,4
10kb,arcn1b,sig. positive,1
10kb,areg,sig. positive,5
10kb,arf1,sig. positive,5
10kb,arf2a,sig. positive,7
10kb,arf3a,sig. positive,3
10kb,arf3b,sig. positive,1
10kb,arf4a,sig. positive,3
10kb,arf4b,sig. positive,1
10kb,arf5,sig. positive,5
10kb,arf6a,sig. positive,4
10kb,arf6b,sig. positive,5
10kb,arfgap1,sig. negative,1
10kb,arfgap2,sig. positive,6
10kb,arfgap3,sig. positive,5
10kb,arfgef1,sig. positive,2
10kb,arfgef2,sig. positive,1
10kb,arfgef3,sig. negative,1
10kb,arfgef3,sig. positive,1
10kb,arfip1,sig. positive,5
10kb,arfip2a,sig. positive,3
10kb,arfrp1,sig. positive,2
10kb,arg2,sig. positive,3
10kb,arglu1a,sig. positive,3
10kb,arglu1b,sig. positive,4
10kb,arhgap1,sig. positive,4
10kb,arhgap10,sig. positive,6
10kb,arhgap11a,sig. positive,1
10kb,arhgap12a,sig. positive,5
10kb,arhgap12b,sig. positive,2
10kb,arhgap15,sig. positive,1
10kb,arhgap17a,sig. positive,2
10kb,arhgap17b,sig. positive,6
10kb,arhgap18,sig. positive,5
10kb,arhgap19,sig. positive,4
10kb,arhgap20b,sig. positive,2
10kb,arhgap21a,sig. positive,9
10kb,arhgap21b,sig. positive,4
10kb,arhgap24,sig. positive,10
10kb,arhgap27l,sig. positive,9
10kb,arhgap28,sig. positive,10
10kb,arhgap29a,sig. positive,6
10kb,arhgap29b,sig. positive,6
10kb,arhgap31,sig. positive,8
10kb,arhgap32a,sig. positive,6
10kb,arhgap32b,sig. positive,6
