window,gene,category,count,count_ols
100kb,crygm2a,sig. negative,8,8
100kb,crygm2a,sig. positive,7,7
100kb,crygm2d7,sig. negative,2,2
100kb,crygm2d7,sig. positive,4,4
100kb,crygm2d8,sig. negative,1,1
100kb,crygmxl1,sig. negative,3,3
100kb,crygmxl1,sig. positive,3,3
100kb,crym,sig. positive,1,1
100kb,cse1l,sig. negative,3,3
100kb,cse1l,sig. positive,4,4
100kb,csf3b,sig. negative,1,1
100kb,csf3b,sig. positive,1,1
100kb,csnk1db,sig. negative,4,4
100kb,csnk1db,sig. positive,5,5
100kb,csrp1a,sig. negative,9,9
100kb,csrp1a,sig. positive,11,11
100kb,cst14a.1,sig. negative,2,2
100kb,cst14a.2,sig. positive,1,1
100kb,cst3,sig. negative,3,3
100kb,cst3,sig. positive,4,4
100kb,ctbp1,sig. negative,4,4
100kb,ctbp1,sig. positive,3,3
100kb,ctbs,sig. negative,3,3
100kb,ctbs,sig. positive,4,4
100kb,cthl,sig. negative,5,5
100kb,cthl,sig. positive,3,3
100kb,ctrl,sig. negative,22,22
100kb,ctrl,sig. positive,14,14
100kb,ctsk,sig. negative,19,19
100kb,ctsk,sig. positive,17,17
100kb,ctsz,sig. negative,1,1
100kb,ctsz,sig. positive,1,1
100kb,cttn,sig. negative,4,4
100kb,cttn,sig. positive,3,3
100kb,ctxn1,sig. negative,1,1
100kb,ctxn1,sig. positive,1,1
100kb,cubn,sig. negative,10,10
100kb,cubn,sig. positive,7,7
100kb,cxcl11.1,sig. negative,1,1
100kb,cxcl11.1,sig. positive,1,1
100kb,cxcl11.6,sig. negative,5,5
100kb,cxcl11.6,sig. positive,5,5
100kb,cxcl8b.3,sig. negative,1,1
100kb,cxcl8b.3,sig. positive,1,1
100kb,cxcr3.2,sig. negative,13,13
100kb,cxcr3.2,sig. positive,12,12
100kb,cxl34b.11,sig. negative,14,14
100kb,cxl34b.11,sig. positive,13,13
100kb,cyb5a,sig. positive,1,1
100kb,cyb5r1,sig. negative,19,19
100kb,cyb5r1,sig. positive,17,17
100kb,cyfip1,sig. negative,6,6
100kb,cyfip1,sig. positive,7,7
100kb,cygb1,sig. negative,18,18
100kb,cygb1,sig. positive,17,17
100kb,cyp26c1,sig. negative,4,4
100kb,cyp26c1,sig. positive,5,5
100kb,cyp27a1.4,sig. negative,8,8
100kb,cyp27a1.4,sig. positive,7,7
100kb,cyp2aa2,sig. negative,11,11
100kb,cyp2aa2,sig. positive,13,13
100kb,cyp2aa9,sig. negative,1,1
100kb,cyp2j20,sig. negative,1,1
100kb,cyp2k17,sig. negative,2,2
100kb,cyp2k17,sig. positive,1,1
100kb,cyp2k6,sig. negative,1,1
100kb,cyp2k6,sig. positive,1,1
100kb,cyp2k8,sig. negative,4,4
100kb,cyp2k8,sig. positive,7,7
100kb,cyp2n13,sig. negative,18,18
100kb,cyp2n13,sig. positive,19,19
100kb,cyp2x7,sig. negative,11,11
100kb,cyp2x7,sig. positive,14,14
100kb,cyp46a1.4,sig. negative,9,9
100kb,cyp46a1.4,sig. positive,7,7
100kb,cyp4t8,sig. negative,3,3
100kb,cyp4t8,sig. positive,1,1
100kb,cysltr1,sig. negative,15,15
100kb,cysltr1,sig. positive,10,10
100kb,dachd,sig. negative,9,9
100kb,dachd,sig. positive,9,9
100kb,dad1,sig. negative,14,14
100kb,dad1,sig. positive,10,10
100kb,dap1b,sig. negative,5,5
100kb,dap1b,sig. positive,5,5
100kb,dapk3,sig. negative,2,2
100kb,dapk3,sig. positive,1,1
100kb,dars1,sig. negative,8,8
100kb,dars1,sig. positive,9,9
100kb,dbi,sig. positive,1,1
100kb,dbpa,sig. negative,15,15
100kb,dbpa,sig. positive,18,18
100kb,dcaf12,sig. negative,6,6
100kb,dcaf12,sig. positive,6,6
100kb,dcaf13,sig. negative,1,1
100kb,dcaf13,sig. positive,1,1
100kb,dcaf8,sig. negative,1,1
100kb,dcakd,sig. negative,13,13
100kb,dcakd,sig. positive,12,12
100kb,dclk1a,sig. negative,2,2
100kb,dclk3,sig. negative,14,14
100kb,dclk3,sig. positive,13,13
100kb,dctn1a,sig. negative,7,7
100kb,dctn1a,sig. positive,4,4
100kb,ddx5,sig. negative,1,1
100kb,ddx5,sig. positive,2,2
100kb,ddx51,sig. negative,10,10
100kb,ddx51,sig. positive,12,12
100kb,degs2,sig. negative,9,9
100kb,degs2,sig. positive,13,13
100kb,dek,sig. negative,4,4
100kb,dek,sig. positive,2,2
100kb,dennd3b,sig. negative,3,3
100kb,dennd3b,sig. positive,7,7
100kb,dennd5b,sig. negative,9,9
100kb,dennd5b,sig. positive,8,8
100kb,depdc1a,sig. positive,2,2
100kb,depdc7b,sig. negative,11,11
100kb,depdc7b,sig. positive,8,8
100kb,derl1,sig. negative,9,9
100kb,derl1,sig. positive,11,11
100kb,desi1b,sig. negative,16,16
100kb,desi1b,sig. positive,14,14
100kb,desi2,sig. positive,1,1
100kb,dgkab,sig. negative,2,2
100kb,dgkab,sig. positive,1,1
100kb,dhps,sig. negative,7,7
100kb,dhps,sig. positive,6,6
100kb,dhrs3a,sig. negative,2,2
100kb,dhrs3a,sig. positive,3,3
100kb,dhrs7cb,sig. negative,12,12
100kb,dhrs7cb,sig. positive,10,10
100kb,dhx32a,sig. negative,2,2
100kb,dhx32a,sig. positive,2,2
100kb,dhx57,sig. negative,2,2
100kb,dhx57,sig. positive,1,1
100kb,dhx9,sig. negative,10,10
100kb,dhx9,sig. positive,14,14
100kb,dicp2.2,sig. negative,8,8
100kb,dicp2.2,sig. positive,7,7
100kb,dis3,sig. negative,9,9
100kb,dis3,sig. positive,2,2
100kb,disp1,sig. negative,13,13
100kb,disp1,sig. positive,14,14
100kb,disp2,sig. negative,1,1
100kb,dlg4b,sig. negative,2,2
100kb,dlg4b,sig. positive,6,6
100kb,dlk2,sig. negative,9,9
100kb,dlk2,sig. positive,8,8
100kb,dmbx1a,sig. negative,16,16
100kb,dmbx1a,sig. positive,15,15
100kb,dmrt2a,sig. negative,3,3
100kb,dmrt2a,sig. positive,6,6
100kb,dmtn,sig. positive,1,1
100kb,dnah3,sig. positive,1,1
100kb,dnah5,sig. negative,1,1
100kb,dnah5,sig. positive,1,1
100kb,dnai1.2,sig. negative,11,11
100kb,dnai1.2,sig. positive,8,8
100kb,dnajb11,sig. negative,18,18
100kb,dnajb11,sig. positive,19,19
100kb,dnajb1a,sig. negative,1,1
100kb,dnajb9a,sig. negative,12,12
100kb,dnajb9a,sig. positive,10,10
100kb,dnajc1,sig. negative,2,2
100kb,dnajc12,sig. negative,2,2
100kb,dnajc12,sig. positive,1,1
100kb,dnajc18,sig. negative,10,10
100kb,dnajc18,sig. positive,16,16
100kb,dnajc21,sig. positive,1,1
100kb,dnajc24,sig. negative,1,1
100kb,dnajc24,sig. positive,4,4
100kb,dnajc27,sig. negative,13,13
100kb,dnajc27,sig. positive,20,20
100kb,dnajc5ab,sig. negative,14,14
100kb,dnajc5ab,sig. positive,14,14
100kb,dnajc5b,sig. negative,18,18
100kb,dnajc5b,sig. positive,13,13
100kb,dnmt3bb.2,sig. negative,9,9
100kb,dnmt3bb.2,sig. positive,6,6
100kb,dnph1,sig. negative,1,1
100kb,dok1b,sig. negative,14,14
100kb,dok1b,sig. positive,11,11
100kb,dok2,sig. negative,12,12
100kb,dok2,sig. positive,18,18
100kb,dpagt1,sig. negative,6,6
100kb,dpagt1,sig. positive,6,6
100kb,dpf2,sig. negative,16,16
100kb,dpf2,sig. positive,17,17
100kb,dph2,sig. negative,3,3
100kb,dph2,sig. positive,1,1
100kb,dph5,sig. negative,1,1
100kb,dpp4,sig. negative,16,16
100kb,dpp4,sig. positive,15,15
100kb,dpp6b,sig. negative,6,6
100kb,dpp6b,sig. positive,3,3
100kb,dpy19l3,sig. negative,2,2
100kb,dpy30,sig. negative,1,1
100kb,dre-mir-205,sig. positive,2,2
100kb,drl,sig. negative,17,17
100kb,drl,sig. positive,16,16
100kb,dspa,sig. negative,16,16
100kb,dspa,sig. positive,19,19
100kb,dthd1,sig. negative,1,1
100kb,dtna,sig. negative,9,9
100kb,dtna,sig. positive,6,6
100kb,dtnbp1a,sig. negative,15,15
100kb,dtnbp1a,sig. positive,15,15
100kb,dtx2,sig. negative,10,10
100kb,dtx2,sig. positive,12,12
100kb,duox,sig. negative,2,2
100kb,duox,sig. positive,2,2
100kb,dusp16,sig. negative,10,10
100kb,dusp16,sig. positive,8,8
100kb,dusp4,sig. negative,12,12
100kb,dusp4,sig. positive,15,15
100kb,dynll2b,sig. negative,1,1
100kb,dynll2b,sig. positive,3,3
100kb,dynlrb2,sig. negative,1,1
100kb,dynlt3,sig. negative,15,15
100kb,dynlt3,sig. positive,19,19
100kb,dyrk3,sig. negative,1,1
100kb,e2f3,sig. negative,6,6
100kb,e2f3,sig. positive,5,5
100kb,e2f5,sig. negative,2,2
100kb,e2f5,sig. positive,2,2
100kb,eaf2,sig. positive,1,1
100kb,ece2b,sig. positive,1,1
100kb,ecel1,sig. negative,6,6
100kb,ecel1,sig. positive,9,9
100kb,ecrg4b,sig. negative,1,1
100kb,edem3,sig. negative,16,16
100kb,edem3,sig. positive,18,18
100kb,eea1,sig. negative,16,16
100kb,eea1,sig. positive,14,14
100kb,eef1a1l2,sig. negative,15,15
100kb,eef1a1l2,sig. positive,18,18
100kb,efcab6,sig. positive,1,1
100kb,efemp2b,sig. negative,1,1
100kb,efemp2b,sig. positive,1,1
100kb,efhc2,sig. positive,2,2
100kb,efl1,sig. negative,4,4
100kb,efl1,sig. positive,2,2
100kb,efna5a,sig. negative,13,13
100kb,efna5a,sig. positive,14,14
100kb,eftud2,sig. negative,13,13
100kb,eftud2,sig. positive,23,23
100kb,egfra,sig. negative,14,14
100kb,egfra,sig. positive,12,12
100kb,egr1,sig. negative,9,9
100kb,egr1,sig. positive,8,8
100kb,egr4,sig. positive,2,2
100kb,ehmt2,sig. positive,1,1
100kb,eif1axa,sig. negative,8,8
100kb,eif1axa,sig. positive,7,7
100kb,eif2b4,sig. positive,6,6
100kb,eif3ea,sig. negative,1,1
100kb,eif3eb,sig. negative,14,14
100kb,eif3eb,sig. positive,9,9
100kb,eif3k,sig. negative,7,7
100kb,eif3k,sig. positive,6,6
100kb,eif3s10,sig. negative,12,12
100kb,eif3s10,sig. positive,20,20
100kb,eif4bb,sig. negative,1,1
100kb,eif4eb,sig. negative,17,17
100kb,eif4eb,sig. positive,18,18
100kb,eif4ebp1,sig. negative,1,1
100kb,eif4ebp1,sig. positive,2,2
100kb,eif6,sig. negative,1,1
100kb,elavl1a,sig. negative,9,9
100kb,elavl1a,sig. positive,9,9
100kb,elavl4,sig. negative,19,19
100kb,elavl4,sig. positive,17,17
100kb,elk1,sig. negative,5,5
100kb,elk1,sig. positive,5,5
100kb,ell2,sig. positive,2,2
100kb,elmo3,sig. negative,10,10
100kb,elmo3,sig. positive,11,11
100kb,elmod3,sig. negative,7,7
100kb,elmod3,sig. positive,7,7
100kb,eme1,sig. negative,10,10
100kb,eme1,sig. positive,8,8
100kb,eno2,sig. negative,14,14
100kb,eno2,sig. positive,11,11
100kb,eny2,sig. negative,5,5
100kb,eny2,sig. positive,4,4
100kb,ep400,sig. negative,3,3
100kb,epas1a,sig. negative,16,16
100kb,epas1a,sig. positive,21,21
100kb,epb41b,sig. negative,7,7
100kb,epb41b,sig. positive,8,8
100kb,epc2,sig. negative,16,16
100kb,epc2,sig. positive,17,17
100kb,epha2a,sig. negative,10,10
100kb,epha2a,sig. positive,8,8
100kb,epha6,sig. negative,1,1
100kb,epha7,sig. negative,4,4
100kb,epha7,sig. positive,5,5
100kb,ephb1,sig. negative,12,12
100kb,ephb1,sig. positive,10,10
100kb,epoa,sig. negative,13,13
100kb,epoa,sig. positive,19,19
100kb,epx,sig. negative,14,14
100kb,epx,sig. positive,13,13
100kb,ercc3,sig. negative,8,8
100kb,ercc3,sig. positive,6,6
100kb,erfl1,sig. negative,4,4
100kb,erfl1,sig. positive,3,3
100kb,erg,sig. negative,11,11
100kb,erg,sig. positive,12,12
100kb,erich3,sig. negative,14,14
100kb,erich3,sig. positive,11,11
100kb,esco2,sig. negative,6,6
100kb,esco2,sig. positive,5,5
100kb,esm1,sig. negative,17,17
100kb,esm1,sig. positive,13,13
100kb,esr1,sig. negative,1,1
100kb,esr1,sig. positive,3,3
100kb,esyt3,sig. negative,5,5
100kb,esyt3,sig. positive,7,7
100kb,etf1b,sig. negative,5,5
100kb,etf1b,sig. positive,5,5
100kb,etv1,sig. negative,14,14
100kb,etv1,sig. positive,13,13
100kb,exoc6,sig. negative,11,11
100kb,exoc6,sig. positive,9,9
100kb,exosc4,sig. negative,4,4
100kb,exosc4,sig. positive,7,7
100kb,ext1c,sig. negative,2,2
100kb,ext1c,sig. positive,2,2
100kb,f11r.2,sig. negative,1,1
100kb,f9a,sig. negative,10,10
100kb,f9a,sig. positive,11,11
100kb,faah2b,sig. negative,18,18
100kb,faah2b,sig. positive,14,14
100kb,faap24,sig. positive,1,1
100kb,fabp3,sig. negative,1,1
100kb,fabp3,sig. positive,3,3
100kb,fabp7b,sig. negative,1,1
100kb,fabp7b,sig. positive,2,2
100kb,fadd,sig. positive,1,1
100kb,faim2b,sig. negative,3,3
100kb,faim2b,sig. positive,3,3
100kb,fam110a,sig. negative,1,1
100kb,fam110a,sig. positive,1,1
100kb,fam133b,sig. negative,6,6
100kb,fam133b,sig. positive,12,12
100kb,fam13b,sig. negative,1,1
100kb,fam151b,sig. negative,5,5
100kb,fam151b,sig. positive,3,3
100kb,fam161b,sig. negative,4,4
100kb,fam161b,sig. positive,3,3
100kb,fam189a2,sig. negative,1,1
100kb,fam189a2,sig. positive,4,4
100kb,fam20ca,sig. negative,6,6
100kb,fam20ca,sig. positive,6,6
100kb,fam219aa,sig. negative,5,5
100kb,fam219aa,sig. positive,6,6
100kb,fam222bb,sig. negative,2,2
100kb,fam222bb,sig. positive,3,3
100kb,fam43b,sig. negative,14,14
100kb,fam43b,sig. positive,11,11
100kb,fam49a,sig. negative,19,19
100kb,fam49a,sig. positive,17,17
100kb,fam81b,sig. negative,18,18
100kb,fam81b,sig. positive,17,17
100kb,fam83ha,sig. negative,4,4
100kb,fam83ha,sig. positive,2,2
100kb,fam8a1a,sig. negative,1,1
100kb,fam8a1a,sig. positive,4,4
100kb,far1,sig. negative,13,13
100kb,far1,sig. positive,9,9
100kb,fastkd1,sig. negative,3,3
100kb,fastkd1,sig. positive,3,3
100kb,fastkd3,sig. negative,12,12
100kb,fastkd3,sig. positive,15,15
100kb,fbn2a,sig. negative,1,1
100kb,fbn2a,sig. positive,2,2
100kb,fbxl14b,sig. positive,2,2
100kb,fbxl20,sig. negative,12,12
100kb,fbxl20,sig. positive,18,18
100kb,fbxo41,sig. negative,1,1
100kb,fbxw11b,sig. negative,1,1
100kb,fbxw11b,sig. positive,3,3
100kb,fbxw7,sig. negative,9,9
100kb,fbxw7,sig. positive,9,9
100kb,fcer1g,sig. negative,14,14
100kb,fcer1g,sig. positive,15,15
100kb,fezf2,sig. negative,5,5
100kb,fezf2,sig. positive,9,9
100kb,fgb,sig. negative,16,16
100kb,fgb,sig. positive,18,18
100kb,fgd1,sig. negative,3,3
100kb,fgd1,sig. positive,3,3
100kb,fgf1b,sig. negative,6,6
100kb,fgf1b,sig. positive,8,8
100kb,fgf20a,sig. negative,2,2
100kb,fgf20a,sig. positive,3,3
100kb,fgf4,sig. positive,1,1
100kb,fgfr3,sig. negative,15,15
100kb,fgfr3,sig. positive,12,12
100kb,fgfrl1a,sig. negative,3,3
100kb,fgfrl1a,sig. positive,2,2
100kb,fgfrl1b,sig. negative,17,17
100kb,fgfrl1b,sig. positive,14,14
100kb,fggy,sig. negative,9,9
100kb,fggy,sig. positive,9,9
100kb,fhad1,sig. negative,5,5
100kb,fhad1,sig. positive,4,4
100kb,fhl3a,sig. negative,17,17
100kb,fhl3a,sig. positive,18,18
100kb,fhl5,sig. negative,14,14
100kb,fhl5,sig. positive,18,18
100kb,fibpa,sig. negative,2,2
100kb,fibpa,sig. positive,3,3
100kb,fibpb,sig. negative,18,18
100kb,fibpb,sig. positive,19,19
100kb,figla,sig. negative,15,15
100kb,figla,sig. positive,13,13
100kb,filip1b,sig. negative,9,9
100kb,filip1b,sig. positive,9,9
100kb,fitm2,sig. negative,17,17
100kb,fitm2,sig. positive,19,19
100kb,fkbpl,sig. negative,21,21
100kb,fkbpl,sig. positive,15,15
100kb,flii,sig. negative,4,4
100kb,flii,sig. positive,2,2
100kb,flot2a,sig. negative,7,7
100kb,flot2a,sig. positive,16,16
100kb,flt3,sig. negative,7,7
100kb,flt3,sig. positive,7,7
100kb,fn1a,sig. negative,2,2
100kb,fn1a,sig. positive,2,2
100kb,fndc7a,sig. negative,2,2
100kb,fndc7a,sig. positive,1,1
100kb,fndc7rs1,sig. negative,10,10
100kb,fndc7rs1,sig. positive,13,13
100kb,foxd2,sig. negative,1,1
100kb,foxd2,sig. positive,1,1
100kb,foxi1,sig. negative,5,5
100kb,foxi1,sig. positive,5,5
100kb,foxl2a,sig. negative,6,6
100kb,foxl2a,sig. positive,10,10
100kb,foxn1,sig. negative,14,14
100kb,foxn1,sig. positive,11,11
100kb,foxo1b,sig. positive,2,2
100kb,foxp3a,sig. negative,15,15
100kb,foxp3a,sig. positive,16,16
100kb,foxq1a,sig. negative,17,17
100kb,foxq1a,sig. positive,15,15
100kb,frem3,sig. negative,5,5
100kb,frem3,sig. positive,4,4
100kb,fshr,sig. negative,15,15
100kb,fshr,sig. positive,10,10
100kb,fstb,sig. negative,3,3
100kb,fstb,sig. positive,4,4
100kb,ft1,sig. positive,1,1
100kb,ftr06,sig. negative,19,19
100kb,ftr06,sig. positive,18,18
100kb,ftr07,sig. negative,19,19
100kb,ftr07,sig. positive,17,17
100kb,ftr16,sig. positive,3,3
100kb,ftr34,sig. negative,2,2
100kb,ftr34,sig. positive,2,2
100kb,ftr51,sig. negative,4,4
100kb,ftr51,sig. positive,2,2
100kb,ftr79,sig. positive,1,1
100kb,ftr83,sig. negative,9,9
100kb,ftr83,sig. positive,7,7
100kb,fubp1,sig. negative,15,15
100kb,fubp1,sig. positive,12,12
100kb,fundc1,sig. negative,4,4
100kb,fundc1,sig. positive,6,6
100kb,furina,sig. negative,5,5
100kb,furina,sig. positive,4,4
100kb,fut9d,sig. negative,10,10
100kb,fut9d,sig. positive,10,10
100kb,fxyd6,sig. negative,3,3
100kb,fxyd6,sig. positive,2,2
100kb,fyco1b,sig. negative,1,1
100kb,fyco1b,sig. positive,2,2
100kb,fzd6,sig. negative,1,1
100kb,fzd6,sig. positive,1,1
100kb,fzd9b,sig. negative,13,13
100kb,fzd9b,sig. positive,11,11
100kb,gaa,sig. negative,15,15
100kb,gaa,sig. positive,19,19
100kb,gad1a,sig. negative,19,19
100kb,gad1a,sig. positive,18,18
100kb,gad1b,sig. positive,1,1
100kb,gadd45aa,sig. negative,3,3
100kb,gadd45aa,sig. positive,3,3
100kb,gal3st3,sig. negative,15,15
100kb,gal3st3,sig. positive,18,18
100kb,galca,sig. negative,10,10
100kb,galca,sig. positive,8,8
100kb,galnt14,sig. negative,13,13
100kb,galnt14,sig. positive,20,20
100kb,galnt7,sig. negative,4,4
100kb,galnt7,sig. positive,3,3
100kb,galnt9,sig. negative,9,9
100kb,galnt9,sig. positive,10,10
100kb,gareml,sig. negative,1,1
100kb,gas2l1,sig. negative,4,4
100kb,gas2l1,sig. positive,3,3
100kb,gas7a,sig. negative,14,14
100kb,gas7a,sig. positive,14,14
100kb,gata1b,sig. negative,2,2
100kb,gata1b,sig. positive,1,1
100kb,gata6,sig. negative,16,16
100kb,gata6,sig. positive,21,21
100kb,gatm,sig. negative,16,16
100kb,gatm,sig. positive,18,18
100kb,gbgt1l1,sig. negative,1,1
100kb,gbgt1l1,sig. positive,2,2
100kb,gbp,sig. negative,7,7
100kb,gbp,sig. positive,9,9
100kb,gcfc2,sig. negative,1,1
100kb,gcfc2,sig. positive,2,2
100kb,gcgb,sig. negative,20,20
100kb,gcgb,sig. positive,11,11
100kb,gcgra,sig. negative,7,7
100kb,gcgra,sig. positive,10,10
100kb,gchfr,sig. negative,18,18
100kb,gchfr,sig. positive,18,18
100kb,gckr,sig. negative,1,1
100kb,gcn1,sig. negative,8,8
100kb,gcn1,sig. positive,4,4
100kb,gcnt4a,sig. positive,1,1
100kb,gdf3,sig. negative,17,17
100kb,gdf3,sig. positive,18,18
100kb,get1,sig. negative,14,14
100kb,get1,sig. positive,16,16
100kb,get4,sig. negative,4,4
100kb,get4,sig. positive,5,5
100kb,gfpt2,sig. negative,1,1
100kb,gfpt2,sig. positive,1,1
100kb,gfral,sig. positive,1,1
100kb,gga1,sig. negative,15,15
100kb,gga1,sig. positive,11,11
100kb,ggnbp2,sig. positive,1,1
100kb,ggps1,sig. negative,1,1
100kb,ggps1,sig. positive,1,1
100kb,gja3,sig. negative,8,8
100kb,gja3,sig. positive,3,3
100kb,gjd1a,sig. positive,1,1
100kb,glb1,sig. negative,9,9
100kb,glb1,sig. positive,9,9
100kb,glcea,sig. negative,11,11
100kb,glcea,sig. positive,9,9
100kb,glg1b,sig. positive,1,1
100kb,glipr1a,sig. negative,12,12
100kb,glipr1a,sig. positive,22,22
100kb,glmna,sig. negative,12,12
100kb,glmna,sig. positive,13,13
100kb,glra1,sig. negative,9,9
100kb,glra1,sig. positive,16,16
100kb,glrx3,sig. positive,1,1
100kb,glsa,sig. negative,5,5
100kb,glsa,sig. positive,2,2
100kb,glt8d1,sig. negative,12,12
100kb,glt8d1,sig. positive,12,12
100kb,glulc,sig. negative,4,4
100kb,glulc,sig. positive,6,6
100kb,gm2a,sig. positive,1,1
100kb,gmnn,sig. negative,9,9
100kb,gmnn,sig. positive,9,9
100kb,gna11a,sig. negative,9,9
100kb,gna11a,sig. positive,16,16
100kb,gna13b,sig. negative,14,14
100kb,gna13b,sig. positive,19,19
100kb,gnao1b,sig. negative,12,12
100kb,gnao1b,sig. positive,12,12
100kb,gnb1l,sig. negative,4,4
100kb,gnb1l,sig. positive,7,7
100kb,gng13b,sig. negative,6,6
100kb,gng13b,sig. positive,6,6
100kb,gnl1,sig. positive,1,1
100kb,golga2,sig. negative,17,17
100kb,golga2,sig. positive,15,15
100kb,golga7ba,sig. negative,3,3
100kb,golga7ba,sig. positive,6,6
100kb,gopc,sig. negative,21,21
100kb,gopc,sig. positive,12,12
100kb,gorab,sig. negative,16,16
100kb,gorab,sig. positive,15,15
100kb,got1l1,sig. negative,18,18
100kb,got1l1,sig. positive,16,16
100kb,gpatch11,sig. negative,17,17
100kb,gpatch11,sig. positive,19,19
100kb,gpc5b,sig. positive,2,2
100kb,gpd2,sig. negative,1,1
100kb,gpib,sig. negative,17,17
100kb,gpib,sig. positive,16,16
100kb,gpr155b,sig. negative,5,5
100kb,gpr155b,sig. positive,5,5
100kb,gpr18,sig. positive,1,1
100kb,gpr182,sig. negative,16,16
100kb,gpr182,sig. positive,15,15
100kb,gpr20,sig. negative,8,8
100kb,gpr20,sig. positive,12,12
100kb,gpr52,sig. negative,15,15
100kb,gpr52,sig. positive,14,14
100kb,gpx4a,sig. negative,1,1
100kb,gpx4b,sig. negative,15,15
100kb,gpx4b,sig. positive,20,20
100kb,gramd1bb,sig. negative,15,15
100kb,gramd1bb,sig. positive,20,20
100kb,gria1b,sig. negative,1,1
100kb,grik4,sig. negative,6,6
100kb,grik4,sig. positive,5,5
100kb,grip1,sig. negative,3,3
100kb,grip1,sig. positive,1,1
100kb,grip2a,sig. negative,14,14
100kb,grip2a,sig. positive,17,17
100kb,gripap1,sig. positive,1,1
100kb,grk1b,sig. positive,1,1
100kb,grk7a,sig. negative,10,10
100kb,grk7a,sig. positive,9,9
100kb,grm1b,sig. negative,7,7
100kb,grm1b,sig. positive,3,3
100kb,grm8a,sig. negative,14,14
100kb,grm8a,sig. positive,13,13
100kb,grm8b,sig. negative,9,9
100kb,grm8b,sig. positive,10,10
100kb,grp,sig. negative,3,3
100kb,grp,sig. positive,3,3
100kb,grpr,sig. negative,3,3
100kb,grpr,sig. positive,3,3
100kb,grxcr1b,sig. negative,19,19
100kb,grxcr1b,sig. positive,14,14
100kb,gsk3bb,sig. positive,2,2
100kb,gsna,sig. negative,11,11
100kb,gsna,sig. positive,14,14
100kb,gstk1,sig. negative,12,12
100kb,gstk1,sig. positive,12,12
100kb,gstk2,sig. positive,2,2
100kb,gstt1a,sig. negative,20,20
100kb,gstt1a,sig. positive,16,16
100kb,gtf2a1,sig. negative,17,17
100kb,gtf2a1,sig. positive,19,19
100kb,gtf2a1l,sig. negative,1,1
100kb,gtf2a1l,sig. positive,1,1
100kb,gtpbp1l,sig. positive,1,1
100kb,gtpbp3,sig. negative,13,13
100kb,gtpbp3,sig. positive,20,20
100kb,guca1c,sig. negative,5,5
100kb,guca1c,sig. positive,2,2
100kb,guk1b,sig. negative,1,1
100kb,guk1b,sig. positive,2,2
100kb,gyg1b,sig. negative,4,4
100kb,h1-0,sig. negative,2,2
100kb,h6pd,sig. negative,16,16
100kb,h6pd,sig. positive,21,21
100kb,hacd2,sig. negative,3,3
100kb,hamp,sig. negative,1,1
100kb,harbi1,sig. negative,4,4
100kb,harbi1,sig. positive,6,6
100kb,haus3,sig. negative,3,3
100kb,haus3,sig. positive,6,6
100kb,hbegfa,sig. negative,7,7
100kb,hbegfa,sig. positive,11,11
100kb,hcar1-4,sig. negative,1,1
100kb,hck,sig. negative,1,1
100kb,hck,sig. positive,2,2
100kb,hcn2b,sig. negative,14,14
100kb,hcn2b,sig. positive,20,20
100kb,hcrtr2,sig. negative,9,9
100kb,hcrtr2,sig. positive,7,7
100kb,hdhd3,sig. negative,1,1
100kb,hdhd3,sig. positive,3,3
100kb,hdlbpa,sig. negative,13,13
100kb,hdlbpa,sig. positive,13,13
100kb,he1.1,sig. negative,13,13
100kb,he1.1,sig. positive,12,12
100kb,he1.3,sig. negative,1,1
100kb,he1.3,sig. positive,3,3
100kb,hectd2,sig. negative,2,2
100kb,helq,sig. negative,2,2
100kb,helq,sig. positive,3,3
100kb,hemk1,sig. negative,5,5
100kb,hemk1,sig. positive,6,6
100kb,her1,sig. positive,1,1
100kb,herpud1,sig. negative,10,10
100kb,herpud1,sig. positive,13,13
100kb,hexb,sig. negative,1,1
100kb,hexb,sig. positive,1,1
100kb,hhat,sig. negative,3,3
100kb,hhat,sig. positive,3,3
100kb,hhatla,sig. negative,13,13
100kb,hhatla,sig. positive,15,15
100kb,hhip,sig. negative,3,3
100kb,hhip,sig. positive,5,5
100kb,hhla2a.2,sig. negative,1,1
100kb,hhla2a.2,sig. positive,2,2
100kb,hibadha,sig. negative,8,8
100kb,hibadha,sig. positive,7,7
100kb,hira,sig. negative,2,2
100kb,hist1h2a10,sig. negative,11,11
100kb,hist1h2a10,sig. positive,15,15
100kb,hlfb,sig. negative,19,19
100kb,hlfb,sig. positive,15,15
100kb,hmbsa,sig. negative,15,15
100kb,hmbsa,sig. positive,20,20
100kb,hmgb3b,sig. negative,7,7
100kb,hmgb3b,sig. positive,5,5
100kb,hmox1a,sig. negative,1,1
100kb,hmox2b,sig. negative,2,2
100kb,hmox2b,sig. positive,8,8
100kb,hnrnpa1b,sig. negative,3,3
100kb,hnrnpa1b,sig. positive,5,5
100kb,hoga1,sig. negative,17,17
